id,name,blurb, goal ,pledged,outcomes,country,currency,deadline,launched_at,staff_pick,backers_count,spotlight,Category and Subcategory,Percentage Funded,Average Donation,Parent Category,Subcategory,Date Created Conversion,Date Ended Conversion,Years
2689,Mouth Watering Mobile Restaurant,"I am creating a high quality, local product only, concession trailer for local and remote events. Dearborn Brand, Winter's Brand, more.","$35,000.00 ",$1.00 ,failed,US,USD,1469919890,1467327890,FALSE,1,FALSE,food/food trucks,0,1,food,food trucks,6/30/2016,7/30/2016,2016
2690,"Help 2 Fat 2 Fly, with our Restaurant!",The stuffed chicken wing originators need YOUR help starting a restaurant so our AMAZING wings will be available to you 7 days a week!,"$80,000.00 ","$8,586.00 ",failed,US,USD,1433298676,1429410676,FALSE,118,FALSE,food/food trucks,11,72.76,food,food trucks,4/19/2015,6/3/2015,2015
2691,Cook,A Great New local Food Truck serving up ethnic fusion inspired eats in Ottawa.,"$65,000.00 ",$35.00 ,failed,CA,CAD,1431278557,1427390557,FALSE,2,FALSE,food/food trucks,0,17.5,food,food trucks,3/26/2015,5/10/2015,2015
2692,"""Sami j's Food Truck""","Our food truck will bring you -
                       Fast, Fresh, Food -
                            Throughout the Omaha area","$3,500.00 ",$25.00 ,failed,US,USD,1427266860,1424678460,FALSE,1,FALSE,food/food trucks,1,25,food,food trucks,2/23/2015,3/25/2015,2015
2693,Chili dog,"I want to start a food truck that specializes in chili cheese dogs, using new kinds of meats, cheeses and toppings you wouldn't imagine","$5,000.00 ",$40.00 ,failed,US,USD,1407899966,1405307966,FALSE,3,FALSE,food/food trucks,1,13.33,food,food trucks,7/14/2014,8/13/2014,2014
2694,Tac o' Relli's Behold the first smoked to order taco truck,"Gourmet taco truck infusing savory smoky flavors into your tacos, so when you open your container the aroma and actual smoke  flows out","$30,000.00 ",$1.00 ,failed,US,USD,1411701739,1409109739,FALSE,1,FALSE,food/food trucks,0,1,food,food trucks,8/27/2014,9/26/2014,2014
2695,Fat daddy mac food truck,I am creating food magic on the go! Amazing food isn't just for sitdown restaraunts anymore!,"$15,000.00 ",$71.00 ,failed,US,USD,1428981718,1423801318,FALSE,3,FALSE,food/food trucks,0,23.67,food,food trucks,2/13/2015,4/14/2015,2015
2696,The Military Moms Food Truck,"The dream to own a food truck, rolling wherever the army sends me, hiring other military spouses and veterans alike! Giving back!","$60,000.00 ","$3,390.00 ",failed,US,USD,1419538560,1416600960,FALSE,38,FALSE,food/food trucks,6,89.21,food,food trucks,11/21/2014,12/25/2014,2014
2697,Dough Heads Food Truck: waffles stuffed with sweet + savory,"Stuffed waffles made from Dough. Sweet, savory, salty and then stuffed with meats, fruits, and sauces!","$23,000.00 ","$6,061.00 ",failed,US,USD,1438552800,1435876423,FALSE,52,FALSE,food/food trucks,26,116.56,food,food trucks,7/2/2015,8/2/2015,2015
2698,Baja Babes Shrimp Tacos wants to spread the taco love!,We 'd love to give some TLC to our vintage pink taco trailer so we can continue to cook our signature Baja style shrimp tacos!,"$8,000.00 ",$26.01 ,failed,US,USD,1403904808,1401312808,FALSE,2,FALSE,food/food trucks,0,13.01,food,food trucks,5/28/2014,6/27/2014,2014
2699,my bakery truck,"Hi, I want make my first bakery. Food truck was great, but I not have a car licence. So, help me to be my dream!",$2.00 ,$0.00 ,failed,CA,CAD,1407533463,1404941463,FALSE,0,FALSE,food/food trucks,0,0,food,food trucks,7/9/2014,8/8/2014,2014
2700,Holly's Hot Stuff,I currently own and operate a hot dog cart. I am hoping to purchase a used food truck so I can do business year round!,"$9,999.00 ",$70.00 ,failed,US,USD,1411073972,1408481972,FALSE,4,FALSE,food/food trucks,1,17.5,food,food trucks,8/19/2014,9/18/2014,2014
2701,Support Circus Factory's new training space in Cork,We have been working extra hard to get our new training space ready and with a little extra help we hope to dream big for the future!,"$3,400.00 ","$1,570.00 ",live,IE,EUR,1491586534,1488911734,FALSE,46,FALSE,theater/spaces,46,34.13,theater,spaces,3/7/2017,4/7/2017,2017
2702,"Hygienic Art Amphitheater Project New London, Connecticut","The next phase of the evolution of Hygienic Art is the building of New London's first amphitheater, a covering for the Art Park.","$10,000.00 ","$3,441.00 ",live,US,USD,1491416077,1488827677,TRUE,26,FALSE,theater/spaces,34,132.35,theater,spaces,3/6/2017,4/5/2017,2017
2703,Bisagra Teatro: Foro Multidisciplinario,"¡Tu nuevo espacio cultural multidisciplinario en el centro de Pachuca, Hidalgo","$40,000.00 ","$41,500.00 ",live,MX,MXN,1490196830,1485016430,FALSE,45,FALSE,theater/spaces,104,922.22,theater,spaces,1/21/2017,3/22/2017,2017
2704,Little Red Brick House,"We plan to rescue, relocate, and repurpose, a historic Little Red Brick House, to be incorporated into a riverfront amphitheater.","$19,000.00 ","$1,145.00 ",live,US,USD,1491421314,1487709714,FALSE,7,FALSE,theater/spaces,6,163.57,theater,spaces,2/21/2017,4/5/2017,2017
2705,Fischer Theatre Marquee,"Help light the lights at the historic Fischer Theatre in Danville, IL.","$16,500.00 ","$1,739.00 ",live,US,USD,1490389158,1486504758,FALSE,8,FALSE,theater/spaces,11,217.38,theater,spaces,2/7/2017,3/24/2017,2017
2706,Nordo's Culinarium: Where Food Meets Art,"A place where innovation, food, creativity and performance live year round in a historic building in Pioneer Square.","$35,000.00 ","$39,304.00 ",successful,US,USD,1413442740,1410937483,TRUE,263,TRUE,theater/spaces,112,149.44,theater,spaces,9/17/2014,10/16/2014,2014
2707,The Pocket Theater - No one should have to pay to perform!,"A new performance space in Seattle. A place for artists, comedians, and audiences to meet and collaborate!","$8,000.00 ","$28,067.57 ",successful,US,USD,1369637940,1367088443,TRUE,394,TRUE,theater/spaces,351,71.24,theater,spaces,4/27/2013,5/27/2013,2013
2708,Angel Comedy Club,Angel Comedy Club: A permanent home for London’s loveliest comedy night - a community comedy club,"$20,000.00 ","$46,643.07 ",successful,GB,GBP,1469119526,1463935526,TRUE,1049,TRUE,theater/spaces,233,44.46,theater,spaces,5/22/2016,7/21/2016,2016
2709,Circadium: School of Contemporary Circus - Start Up,Give contemporary circus an artistic home in America.  Help us launch the nation’s first higher education program for circus.,"$50,000.00 ","$50,803.00 ",successful,US,USD,1475553540,1472528141,TRUE,308,TRUE,theater/spaces,102,164.94,theater,spaces,8/30/2016,10/4/2016,2016
2710,House of Yes,"Building Brooklyn's own creative venue for circus, theater and events of all types.","$60,000.00 ","$92,340.21 ",successful,US,USD,1407549600,1404797428,TRUE,1088,TRUE,theater/spaces,154,84.87,theater,spaces,7/8/2014,8/9/2014,2014
2711,The Red Shoes,"We're aiming to launch a production involving circus performers, musicians and artists in a new space, creating a night of live art.","$3,910.00 ","$3,938.00 ",successful,GB,GBP,1403301660,1400694790,TRUE,73,TRUE,theater/spaces,101,53.95,theater,spaces,5/21/2014,6/20/2014,2014
2712,The Voix De Ville! : A Pop-up Theater and Cabaret,"Voix de Ville is a pop-up imaginarium of neo-vaudeville, musical extravaganza, circus arts, comedy, and theatre in a tiny circus tent!","$5,500.00 ","$7,226.00 ",successful,US,USD,1373738400,1370568560,TRUE,143,TRUE,theater/spaces,131,50.53,theater,spaces,6/7/2013,7/13/2013,2013
2713,The Acro Cats Mobile Foster and Kitty Tour Bus,Help support the Acro-Cats kitten and cat rescue and adoption effort! They need a bus to continue finding felines homes across the US.,"$150,000.00 ","$153,362.00 ",successful,US,USD,1450971684,1447515684,TRUE,1420,TRUE,theater/spaces,102,108,theater,spaces,11/14/2015,12/24/2015,2015
2714,The Crane Theater,The Crane will be the new home for independent theater in Northeast Minneapolis,"$25,000.00 ","$29,089.00 ",successful,US,USD,1476486000,1474040596,TRUE,305,TRUE,theater/spaces,116,95.37,theater,spaces,9/16/2016,10/14/2016,2016
2715,"Good Good Comedy Theatre (Philadelphia, PA)",The creators of Five Dollar Comedy Week are building a permanent home for affordable live comedy shows and classes in Philadelphia.,"$12,000.00 ","$31,754.69 ",successful,US,USD,1456047228,1453109628,TRUE,551,TRUE,theater/spaces,265,57.63,theater,spaces,1/18/2016,2/21/2016,2016
2716,"Berlin's first international, alternative comedy stage!","Love comedy? Get involved in creating a dedicated space for alternative comedy in Berlin.

(Das Video ist untertitelt. Klicke auf CC)","$10,000.00 ","$11,998.01 ",successful,DE,EUR,1444291193,1441699193,TRUE,187,TRUE,theater/spaces,120,64.16,theater,spaces,9/8/2015,10/8/2015,2015
2717,A Home for Comedy in Vermont!,ONLY HOURS LEFT ON THE CAMPAIGN! Our stretch goal is $35k; let's build a home for standup/improv shows & classes in VT!,"$25,000.00 ","$30,026.00 ",successful,US,USD,1417906649,1414015049,TRUE,325,TRUE,theater/spaces,120,92.39,theater,spaces,10/22/2014,12/6/2014,2014
2718,Bard Beyond the Big Top,The Bard has burst beyond the big top and we're reaching out to our Beloved Benefactors to help build our festival's future.,"$18,000.00 ","$18,645.00 ",successful,US,USD,1462316400,1459865945,TRUE,148,TRUE,theater/spaces,104,125.98,theater,spaces,4/5/2016,5/3/2016,2016
2719,AHS Theater - Help us light up our stage!,"Our high school theater in Allentown, New Jersey was rad - in 1972. Help us bring our theater into present day and light up our stage!","$6,000.00 ","$6,530.00 ",successful,US,USD,1460936694,1455756294,FALSE,69,TRUE,theater/spaces,109,94.64,theater,spaces,2/18/2016,4/17/2016,2016
2720,The Comedy Project,"An improv, sketch and experimental comedy and cocktail venue in downtown Grand Rapids, Michigan","$25,000.00 ","$29,531.00 ",successful,US,USD,1478866253,1476270653,FALSE,173,TRUE,theater/spaces,118,170.7,theater,spaces,10/12/2016,11/11/2016,2016
2721,Pi Crust - Easily Connect Electronics To Your Raspberry Pi,Pi Crust is a breakout board for the Raspberry Pi that makes it easier to connect electronics - help us to bring this into kit form!,$750.00 ,"$10,965.00 ",successful,GB,GBP,1378494000,1375880598,FALSE,269,TRUE,technology/hardware,1462,40.76,technology,hardware,8/7/2013,9/6/2013,2013
2722,Ransomly | A bluetooth beacon to make any room app-free.,Want people to put down their phone more often? Ransomly creates 'quiet' spaces to help us reconnect with the real people in our lives.,"$5,000.00 ","$12,627.00 ",successful,US,USD,1485722053,1480538053,FALSE,185,TRUE,technology/hardware,253,68.25,technology,hardware,11/30/2016,1/29/2017,2016
2723,Mega Bar: The most versatile and affordable workout product.,The most compact and versatile workout product designed to give you unlimited exercise options in the comfort of your home or office.,"$12,000.00 ","$16,806.00 ",successful,US,USD,1420060088,1414872488,FALSE,176,TRUE,technology/hardware,140,95.49,technology,hardware,11/1/2014,12/31/2014,2014
2724,RasPiO GPIO Quick Reference Ruler for Raspberry Pi RPi.GPIO,"RPi.GPIO Quick reference for GPIO programming on Raspberry Pi. Python code & port ID labels in a convenient 6"" PCB ruler","$2,468.00 ","$7,326.88 ",successful,GB,GBP,1439625059,1436860259,FALSE,1019,TRUE,technology/hardware,297,7.19,technology,hardware,7/14/2015,8/15/2015,2015
2725,Digital MPPT and Solar BMS for a Net Zero energy House,Best Net Zero energy solution for new or existing house (no more heating or electricity bills).,"$40,000.00 ","$57,817.00 ",successful,CA,CAD,1488390735,1484070735,FALSE,113,TRUE,technology/hardware,145,511.65,technology,hardware,1/10/2017,3/1/2017,2017
2726,Krimston TWO - Dual SIM case for iPhone,Krimston TWO: iPhone Dual SIM Case,"$100,000.00 ","$105,745.00 ",successful,US,USD,1461333311,1458741311,FALSE,404,TRUE,technology/hardware,106,261.75,technology,hardware,3/23/2016,4/22/2016,2016
2727,"PiDrive: Low-power, mSATA SSD for the Raspberry Pi","Introducing the PiDrive, a high capacity Solid State Drive (SSD) expansion card for the Raspberry Pi B+, A+, and B+ v2!","$10,000.00 ","$49,321.00 ",successful,US,USD,1438964063,1436804063,FALSE,707,TRUE,technology/hardware,493,69.76,technology,hardware,7/13/2015,8/7/2015,2015
2728,Multi-Function SSD Shield for the Raspberry Pi 2,"SSD, WiFi, RTC w/Battery and high power USB all in one shield.","$15,000.00 ","$30,274.00 ",successful,US,USD,1451485434,1448461434,FALSE,392,TRUE,technology/hardware,202,77.23,technology,hardware,11/25/2015,12/30/2015,2015
2729,"McChi Luggage: It's a Luggage, USB Charger and a Table Top",A luggage that is more than a luggage! It is what you want it to be.,"$7,500.00 ","$7,833.00 ",successful,US,USD,1430459197,1427867197,FALSE,23,TRUE,technology/hardware,104,340.57,technology,hardware,4/1/2015,5/1/2015,2015
2730,Yaba - Portable Speaker & Guitar Amp,The world's most powerful portable speaker and guitar amplifier. Turns any surface into a speaker.,"$27,000.00 ","$45,979.01 ",successful,US,USD,1366635575,1363611575,FALSE,682,TRUE,technology/hardware,170,67.42,technology,hardware,3/18/2013,4/22/2013,2013
2731,CybatiWorks - ICS/SCADA/IoT Cybersecurity Education Platform,"Providing a control system and cybersecurity hands-on educational platform for professionals, home-use, and academic institutions.","$30,000.00 ","$31,291.00 ",successful,US,USD,1413604800,1408624622,FALSE,37,TRUE,technology/hardware,104,845.7,technology,hardware,8/21/2014,10/18/2014,2014
2732,BrightFingers — The Fast & Fun Way To Learn Typing,"BrightFingers' lighting keyboard, gloves and software give kids a multi-sensory way to learn to type — and the desire to practice.","$12,000.00 ","$14,190.00 ",successful,US,USD,1369699200,1366917828,FALSE,146,TRUE,technology/hardware,118,97.19,technology,hardware,4/25/2013,5/28/2013,2013
2733,ONetSwitch: Open Source Hardware for Networking,"Students, makers, and engineers can write Linux software applications to achieve any network functions, such as NAS, VPN and Firewall.","$50,000.00 ","$53,769.00 ",successful,US,USD,1428643974,1423463574,FALSE,119,TRUE,technology/hardware,108,451.84,technology,hardware,2/9/2015,4/10/2015,2015
2734,THE 'mi8' RISES | The Best Wireless Duo Stereo Sound System,Award-Winning Audio Design Experts Voix are back with their latest product. The amazing mi8| Retro Duo Wireless Stereo Sound System.,$1.00 ,"$22,603.00 ",successful,US,USD,1476395940,1473782592,FALSE,163,TRUE,technology/hardware,2260300,138.67,technology,hardware,9/13/2016,10/13/2016,2016
2735,Pi Supply - Intelligent Power Switch for Raspberry Pi,The Pi Supply is an intelligent power switch for the Raspberry Pi which includes hard on and off switches and auto-off on shutdown.,$750.00 ,"$7,336.01 ",successful,GB,GBP,1363204800,1360551250,FALSE,339,TRUE,technology/hardware,978,21.64,technology,hardware,2/11/2013,3/13/2013,2013
2736,"Open Source Programmable Solar BMS Li-ion, LiFePO4 dev board","Fully Programmable Solar BMS ( Battery Management System ) Learn to program microcontrollers and HW design video tutorials
Open Source","$8,000.00 ","$9,832.00 ",successful,CA,CAD,1398268773,1395676773,FALSE,58,TRUE,technology/hardware,123,169.52,technology,hardware,3/24/2014,4/23/2014,2014
